Country Name,"Country Code","Series","Series Code","2000 [YR2000]","2005 [YR2005]","2010 [YR2010]","2015 [YR2015]","2020 [YR2020]"
Equatorial Guinea,"GNQ","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","88.3083","..","94.37054","..",".."
Equatorial Guinea,"GNQ","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","97.13137","..","97.96704","..",".."
Eritrea,"ERI","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Eritrea,"ERI","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Eritrea,"ERI","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Estonia,"EST","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","5.33243","4.81316","5.47338","5.10685",".."
Estonia,"EST","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","99.7672","..","..","..",".."
Estonia,"EST","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","99.7705","..","..","..",".."
Eswatini,"SWZ","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","5.50848","6.48462","6.11837","..",".."
Eswatini,"SWZ","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","81.6607","..","83.09829","..",".."
Eswatini,"SWZ","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","91.86324","..","93.5023","..",".."
Ethiopia,"ETH","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.98311","..","4.49659","4.73792",".."
Ethiopia,"ETH","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","29.82034","..","..",".."
Ethiopia,"ETH","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","44.60597","..","..",".."
Euro area,"EMU","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.89363503456116","5.07075977325439","5.54139995574952","..",".."
Euro area,"EMU","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Euro area,"EMU","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Europe & Central Asia,"ECS","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.17637014389038","4.92541003227234","5.25953483581543","..",".."
Europe & Central Asia,"ECS","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","96.42076","96.92447","97.58095","98.16487",".."
Europe & Central Asia,"ECS","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","99.02104","99.18926","99.47224","99.60965",".."
Europe & Central Asia (excluding high income),"ECA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.25661993026733","3.51215004920959","..","..",".."
Europe & Central Asia (excluding high income),"ECA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","96.86665","97.49642","98.37868","98.87846",".."
Europe & Central Asia (excluding high income),"ECA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","98.86287","99.01742","99.44012","99.68006",".."
Europe & Central Asia (IDA & IBRD countries),"TEC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Europe & Central Asia (IDA & IBRD countries),"TEC","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","97.06623","97.61785","98.42805","98.86424",".."
Europe & Central Asia (IDA & IBRD countries),"TEC","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","98.90389","99.02371","99.44893","99.6751",".."
European Union,"EUU","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.85891008377075","5.07075977325439","5.4028902053833","..",".."
European Union,"EUU","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
European Union,"EUU","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Faroe Islands,"FRO","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Faroe Islands,"FRO","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Faroe Islands,"FRO","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Fiji,"FJI","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","5.85725","5.12197","..","..",".."
Fiji,"FJI","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Fiji,"FJI","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Finland,"FIN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","5.7093","6.02507","6.50445","7.03208",".."
Finland,"FIN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Finland,"FIN","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Fragile and conflict affected situations,"FCS","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Fragile and conflict affected situations,"FCS","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","60.74933","63.3392","60.28729","62.14889",".."
Fragile and conflict affected situations,"FCS","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","71.2741","71.91342","68.83041","71.88719",".."
France,"FRA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
France,"FRA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
France,"FRA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
French Polynesia,"PYF","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
French Polynesia,"PYF","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
French Polynesia,"PYF","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Gabon,"GAB","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.82709","..","3.07809","..",".."
Gabon,"GAB","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Gabon,"GAB","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
"Gambia, The","GMB","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","1.46587","0.69188","2.56322","2.16003",".."
"Gambia, The","GMB","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","36.81773","..","..","50.77797",".."
"Gambia, The","GMB","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","52.55502","..","..","67.16138",".."
Georgia,"GEO","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","2.18105","2.48432","..","..",".."
Georgia,"GEO","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Georgia,"GEO","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Germany,"DEU","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","4.94368","4.83498",".."
Germany,"DEU","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Germany,"DEU","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Ghana,"GHA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","7.42208","5.5406","4.51089",".."
Ghana,"GHA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","57.89747","..","71.49707","..",".."
Ghana,"GHA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","70.66306","..","85.71615","..",".."
Gibraltar,"GIB","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Gibraltar,"GIB","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Gibraltar,"GIB","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Global Partnership for Education,"FTI","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","2.7893627","..","..","..",".."
Global Partnership for Education,"FTI","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","58.0359","60.8053","62.47073","65.62063",".."
Global Partnership for Education,"FTI","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","68.11341","71.26463","73.33025","77.48266",".."
Greece,"GRC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.23019","3.96396","..","..",".."
Greece,"GRC","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","93.04431","..","..",".."
Greece,"GRC","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","99.52918","..","..",".."
Greenland,"GRL","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Greenland,"GRL","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Greenland,"GRL","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Grenada,"GRD","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Grenada,"GRD","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Grenada,"GRD","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Guam,"GUM","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Guam,"GUM","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Guam,"GUM","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Guatemala,"GTM","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","2.80306","3.03033",".."
Guatemala,"GTM","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Guatemala,"GTM","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Guinea,"GIN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","2.5934","1.84906","2.55119","2.51714",".."
Guinea,"GIN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","25.30774","..",".."
Guinea,"GIN","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","31.40642","..",".."
Guinea-Bissau,"GNB","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","1.86082","..",".."
Guinea-Bissau,"GNB","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","41.35777","..","..","..",".."
Guinea-Bissau,"GNB","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","59.49285","..","..","..",".."
Guyana,"GUY","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","8.48415","8.13973","3.63855","5.21483",".."
Guyana,"GUY","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Guyana,"GUY","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Haiti,"HTI","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","3.15723",".."
Haiti,"HTI","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Haiti,"HTI","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Heavily indebted poor countries (HIPC),"HPC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","2.94145500659943","3.46454000473023","3.93896007537842","..",".."
Heavily indebted poor countries (HIPC),"HPC","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","50.14256","52.95455","54.07489","59.64676",".."
Heavily indebted poor countries (HIPC),"HPC","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","59.39747","63.06124","65.27207","72.02695",".."
High income,"HIC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.82015514373779","4.94238018989563","5.41145014762879","..",".."
High income,"HIC","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
High income,"HIC","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Honduras,"HND","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","6.41297",".."
Honduras,"HND","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","84.75536","87.90683",".."
Honduras,"HND","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","95.15069","96.00751",".."
"Hong Kong SAR, China","HKG","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","4.13463","3.51003","3.26212",".."
"Hong Kong SAR, China","HKG","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
"Hong Kong SAR, China","HKG","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Hungary,"HUN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.8684","5.33092","4.76121","4.51866",".."
Hungary,"HUN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Hungary,"HUN","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
IBRD only,"IBD","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
IBRD only,"IBD","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","82.4933","84.36329","86.83493","88.45138",".."
IBRD only,"IBD","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","90.40325","92.51121","93.96276","95.40836",".."
Iceland,"ISL","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","6.44717","7.35609","6.97848","7.51291",".."
Iceland,"ISL","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Iceland,"ISL","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
IDA & IBRD total,"IBT","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
IDA & IBRD total,"IBT","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
IDA & IBRD total,"IBT","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
IDA blend,"IDB","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
IDA blend,"IDB","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","57.8625","60.70564","62.39705","65.02774",".."
IDA blend,"IDB","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","71.13533","72.82704","74.71272","77.28214",".."
IDA only,"IDX","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
IDA only,"IDX","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","53.37303","56.55478","58.46443","62.39787",".."
IDA only,"IDX","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","63.73697","68.00101","70.52003","76.13295",".."
IDA total,"IDA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
IDA total,"IDA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
IDA total,"IDA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
India,"IND","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.32479","3.18875","3.37769","..",".."
India,"IND","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
India,"IND","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Indonesia,"IDN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","2.87282","2.81228","3.5836",".."
Indonesia,"IDN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","95.21793",".."
Indonesia,"IDN","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","99.67007",".."
"Iran, Islamic Rep.","IRN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.03064","4.05651","3.70918","2.79739",".."
"Iran, Islamic Rep.","IRN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","82.4412","..","..",".."
"Iran, Islamic Rep.","IRN","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","97.43153","..","..",".."
Iraq,"IRQ","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Iraq,"IRQ","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","74.0522","..","..","..",".."
Iraq,"IRQ","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","84.7968","..","..","..",".."
Ireland,"IRL","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.13664","4.52216","6.03804","3.75829",".."
Ireland,"IRL","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Ireland,"IRL","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Isle of Man,"IMN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Isle of Man,"IMN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Isle of Man,"IMN","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Israel,"ISR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","6.11802","5.75976","5.53535","5.8673",".."
Israel,"ISR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Israel,"ISR","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Italy,"ITA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.29108","4.2383","4.33412","4.07363",".."
Italy,"ITA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Italy,"ITA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Jamaica,"JAM","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.98347","4.61642","6.3706","5.45577",".."
Jamaica,"JAM","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Jamaica,"JAM","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Japan,"JPN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.51617","3.36862","3.6395","..",".."
Japan,"JPN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Japan,"JPN","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Jordan,"JOR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Jordan,"JOR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","91.13075","92.55104","..",".."
Jordan,"JOR","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","98.97539","98.76235","..",".."
Kazakhstan,"KAZ","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.25662","2.26353","..","2.78858",".."
Kazakhstan,"KAZ","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","99.78163","..",".."
Kazakhstan,"KAZ","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","99.89736","..",".."
Kenya,"KEN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","5.18673","7.33565","5.50822","5.27134",".."
Kenya,"KEN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","82.22908","..","..","..",".."
Kenya,"KEN","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","92.52818","..","..","..",".."
Kiribati,"KIR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","11.18587","..","..","..",".."
Kiribati,"KIR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Kiribati,"KIR","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
"Korea, Dem. People's Rep.","PRK","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
"Korea, Dem. People's Rep.","PRK","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
"Korea, Dem. People's Rep.","PRK","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
"Korea, Rep.","KOR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
"Korea, Rep.","KOR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
"Korea, Rep.","KOR","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Kosovo,"XKX","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Kosovo,"XKX","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Kosovo,"XKX","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Kuwait,"KWT","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","4.73834","..","..",".."
Kuwait,"KWT","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","93.27446","94.46901","95.68545",".."
Kuwait,"KWT","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","99.73336","98.89911","99.25909",".."
Kyrgyz Republic,"KGZ","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.50839","4.87384","5.81883","5.98551",".."
Kyrgyz Republic,"KGZ","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Kyrgyz Republic,"KGZ","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Lao PDR,"LAO","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","1.50369","2.41409","1.70979","..",".."
Lao PDR,"LAO","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","69.58312","72.70226","..","84.66104",".."
Lao PDR,"LAO","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","80.59856","83.93106","..","92.46264",".."
Late-demographic dividend,"LTE","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Late-demographic dividend,"LTE","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","91.18414","92.87257","94.60775","95.67826",".."
Late-demographic dividend,"LTE","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","97.48652","98.33339","98.82657","99.29384",".."
Latin America & Caribbean,"LCN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.86237502098084","..","4.82615995407104","..",".."
Latin America & Caribbean,"LCN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","89.03315","90.46388","91.64586","93.13275",".."
Latin America & Caribbean,"LCN","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","95.07247","96.63701","97.34216","98.30745",".."
Latin America & Caribbean (excluding high income),"LAC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.13410997390747","..","4.92293500900268","..",".."
Latin America & Caribbean (excluding high income),"LAC","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","88.68909","90.17938","91.39029","92.9518",".."
Latin America & Caribbean (excluding high income),"LAC","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","94.95843","96.55008","97.27852","98.30403",".."
Latin America & the Caribbean (IDA & IBRD countries),"TLA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Latin America & the Caribbean (IDA & IBRD countries),"TLA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","88.73614","90.22467","91.45825","92.9958",".."
Latin America & the Caribbean (IDA & IBRD countries),"TLA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","95.02742","96.58126","97.29635","98.31375",".."
Latvia,"LVA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","5.29065","..","5.07271","5.31413",".."
Latvia,"LVA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","99.74657","..","..","..",".."
Latvia,"LVA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","99.75026","..","..","..",".."
Least developed countries: UN classification,"LDC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","2.88868999481201","3.38576996326446","3.57203996181488","..",".."
Least developed countries: UN classification,"LDC","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","51.64733","54.78102","56.6508","60.87612",".."
Least developed countries: UN classification,"LDC","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","62.00534","66.30222","69.1364","75.26799",".."
